Seed_ID,Packet_ID,pedigree,DPI,repetition,isolate,inocMethod,isolateSpecies,agarType,SoilType,seedNum,block,germinated,standCount7,standCount14,escape,lesionPercent,rootLength,rootMass,notes
87,,CML277,16,rep1,control,MockInoc,control,na,VO,10,5,0,0,1,0,100,5.45,0.0008,
11,,CML277,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
48,,CML277,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
90,,CML333,16,rep1,control,MockInoc,control,na,VO,10,5,1,1,1,0,60,277.59,0.0658,
64,,CML333,16,rep1,control,MockInoc,control,na,VO,8,4,1,1,1,0,70,227.1,0.1426,
52,,CML333,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,0,0,1,0,85,87.16,0.0052,
14,,CML333,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
30,,CML333,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,4,2,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
104,,CML333,16,rep1,control,MockInoc,control,na,VO,12,6,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
82,,H100,16,rep1,control,MockInoc,control,na,VO,10,5,0,0,1,0,20,193.83,0.0441,
65,,H100,16,rep1,control,MockInoc,control,na,VO,8,4,0,0,1,0,100,0,0,Only a coleoptile
101,,H100,16,rep1,control,MockInoc,control,na,VO,12,6,0,0,1,0,100,0,0,Only a coleoptile
16,,H100,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
32,,H100,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,4,2,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
53,,H100,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
72,,Il14H,16,rep1,control,MockInoc,control,na,VO,8,4,1,1,1,0,100,0,0,Only a coleoptile
13,,Il14H,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
31,,Il14H,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,4,2,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
49,,Il14H,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
88,,Il14H,16,rep1,control,MockInoc,control,na,VO,10,5,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
102,,Il14H,16,rep1,control,MockInoc,control,na,VO,12,6,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
84,,Mo18W,16,rep1,control,MockInoc,control,na,VO,10,5,1,1,1,0,75,213.89,0.0555,
106,,Mo18W,16,rep1,control,MockInoc,control,na,VO,12,6,1,1,1,0,80,102.13,0.0166,
18,,Mo18W,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,1,1,1,0,100,5.95,0.0004,
33,,Mo18W,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,4,2,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
54,,Mo18W,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
67,,Mo18W,16,rep1,control,MockInoc,control,na,VO,8,4,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
34,,NC304,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,4,2,1,1,1,1,15,210.4,0.0718,
47,,NC304,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,1,1,1,1,30,307.6,0.1441,
12,,NC304,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,1,1,1,1,65,203.76,0.0288,
89,,NC304,16,rep1,control,MockInoc,control,na,VO,10,5,0,0,1,0,90,25.9,0.001,
68,,NC304,16,rep1,control,MockInoc,control,na,VO,8,4,0,0,1,0,100,13.76,0.0012,
103,,NC304,16,rep1,control,MockInoc,control,na,VO,12,6,0,0,0,0,100,0,0,Either died early or never germinated. Seed rotten.
28,,Oh7B,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,4,2,1,1,1,0,0,293.83,0.19,
66,,Oh7B,16,rep1,control,MockInoc,control,na,VO,8,4,1,1,1,0,10,376.92,0.2197,
100,,Oh7B,16,rep1,control,MockInoc,control,na,VO,12,6,1,1,1,0,10,265.19,0.1207,
17,,Oh7B,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,2,1,1,1,1,0,15,137.08,0.008,
83,,Oh7B,16,rep1,control,MockInoc,control,na,VO,10,5,0,0,1,0,95,16.23,0.008,
51,,Oh7B,16,rep1,17PR016B.1,GuuCornmeal,G. ultimum var. ultimum,na,VO,6,3,0,0,1,0,100,0,0,Only a coleoptile
4,,B73,12,rep4,control,MockInoc,control,na,BMDI,1,1,1,1,1,0,0,183.07,0.0981,
14,,B73,12,rep4,control,MockInoc,control,na,BMDI,2,1,1,1,1,0,0,187.19,0.1004,
23,,B73,12,rep4,control,MockInoc,control,na,BMDI,3,1,1,0,1,0,30,147.65,0.0765,
26,,B73,12,rep4,control,MockInoc,control,na,BMDI,4,2,1,1,1,0,0,183.53,0.0957,
40,,B73,12,rep4,control,MockInoc,control,na,BMDI,5,2,1,1,1,0,0,193.35,0.097,
43,,B73,12,rep4,control,MockInoc,control,na,BMDI,6,2,1,1,1,0,0,190.23,0.1159,
54,,B73,12,rep4,control,MockInoc,control,na,BMDI,7,3,1,0,1,0,90,50.99,0.0144,
62,,B73,12,rep4,control,MockInoc,control,na,BMDI,8,3,1,0,1,0,75,54.46,0.0212,
71,,B73,12,rep4,control,MockInoc,control,na,BMDI,9,3,1,1,1,0,0,174.59,0.0631,
73,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,1,1,1,0,0,149.73,0.122,
83,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,0,0,0,0,100,0,0,
94,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,0,0,0,0,100,0,0,
101,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,0,0,0,0,100,0,0,
112,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,1,1,1,0,30,79.97,0.0571,
117,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,1,1,1,0,5,198.92,0.1181,
121,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,1,1,1,0,20,191.72,0.0699,
132,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,1,1,1,0,75,119.48,0.0213,
142,,B73,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,1,1,1,0,85,77.45,0.0286,
2,,CML103,12,rep4,control,MockInoc,control,na,BMDI,1,1,0,0,0,0,100,0,0,
16,,CML103,12,rep4,control,MockInoc,control,na,BMDI,2,1,1,1,1,0,0,175.8,0.1148,
24,,CML103,12,rep4,control,MockInoc,control,na,BMDI,3,1,0,0,0,0,100,0,0,
28,,CML103,12,rep4,control,MockInoc,control,na,BMDI,4,2,1,1,1,0,0,166.63,0.1226,
33,,CML103,12,rep4,control,MockInoc,control,na,BMDI,5,2,1,1,1,0,0,183.98,0.1201,
42,,CML103,12,rep4,control,MockInoc,control,na,BMDI,6,2,1,1,1,0,0,154.3,0.1059,
52,,CML103,12,rep4,control,MockInoc,control,na,BMDI,7,3,1,1,1,0,0,188.64,0.1239,
59,,CML103,12,rep4,control,MockInoc,control,na,BMDI,8,3,1,1,1,0,0,191.48,0.1214,
69,,CML103,12,rep4,control,MockInoc,control,na,BMDI,9,3,1,1,1,0,0,177.92,0.1794,
78,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,1,1,1,0,0,184.38,0.1386,
86,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,1,1,1,0,5,150.98,0.0564,
92,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,1,1,1,0,10,174.99,0.0471,
102,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,1,1,1,0,0,171.64,0.0746,
108,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,0,0,0,0,100,0,0,
119,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,1,0,1,0,95,1.84,0,
127,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,0,0,0,0,100,0,0,
136,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,1,1,1,0,5,193.27,0.1042,
144,,CML103,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,1,1,1,0,65,92.98,0.0262,
8,,CML277,12,rep4,control,MockInoc,control,na,BMDI,1,1,0,0,0,0,100,0,0,
12,,CML277,12,rep4,control,MockInoc,control,na,BMDI,2,1,0,0,0,0,100,0,0,
20,,CML277,12,rep4,control,MockInoc,control,na,BMDI,3,1,0,0,0,0,100,0,0,
27,,CML277,12,rep4,control,MockInoc,control,na,BMDI,4,2,0,0,0,0,100,0,0,
35,,CML277,12,rep4,control,MockInoc,control,na,BMDI,5,2,0,0,0,0,100,0,0,
48,,CML277,12,rep4,control,MockInoc,control,na,BMDI,6,2,0,0,0,0,100,0,0,
50,,CML277,12,rep4,control,MockInoc,control,na,BMDI,7,3,0,0,0,0,100,0,0,
60,,CML277,12,rep4,control,MockInoc,control,na,BMDI,8,3,0,0,0,0,100,0,0,
72,,CML277,12,rep4,control,MockInoc,control,na,BMDI,9,3,0,0,0,0,100,0,0,
77,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,0,0,0,0,100,0,0,
82,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,0,0,0,0,100,0,0,
96,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,0,0,0,0,100,0,0,
103,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,0,0,0,0,100,0,0,
109,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,0,0,0,0,100,0,0,
120,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,0,0,0,0,100,0,0,
126,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,0,0,0,0,100,0,0,
133,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,0,0,0,0,100,0,0,
141,,CML277,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,0,0,0,0,100,0,0,
5,,CML333,12,rep4,control,MockInoc,control,na,BMDI,1,1,0,0,0,0,100,0,0,
15,,CML333,12,rep4,control,MockInoc,control,na,BMDI,2,1,1,0,1,0,5,186.5,0.0829,
22,,CML333,12,rep4,control,MockInoc,control,na,BMDI,3,1,1,1,1,0,0,186.98,0.1304,
32,,CML333,12,rep4,control,MockInoc,control,na,BMDI,4,2,1,0,1,0,0,174.45,0.0602,
38,,CML333,12,rep4,control,MockInoc,control,na,BMDI,5,2,1,1,1,0,0,196.24,0.1511,
45,,CML333,12,rep4,control,MockInoc,control,na,BMDI,6,2,0,0,0,0,100,0,0,
51,,CML333,12,rep4,control,MockInoc,control,na,BMDI,7,3,1,0,1,0,5,189.61,0.0376,
63,,CML333,12,rep4,control,MockInoc,control,na,BMDI,8,3,1,1,1,0,0,187.73,0.1251,
68,,CML333,12,rep4,control,MockInoc,control,na,BMDI,9,3,1,1,1,0,0,177.01,0.0824,
75,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,1,1,1,0,60,125.56,0.0315,
87,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,1,1,1,0,80,73.25,0.0241,
90,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,1,1,1,0,5,213.81,0.0587,
100,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,1,1,1,0,60,114.4,0.0738,
107,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,1,1,1,0,5,191.39,0.0445,
113,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,1,1,1,0,5,188,0.0961,
122,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,1,1,1,0,10,190.1,0.0936,
130,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,0,0,0,0,100,0,0,
137,,CML333,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,1,1,1,0,50,85.16,0.0411,
7,,H100,12,rep4,control,MockInoc,control,na,BMDI,1,1,1,1,1,0,0,189.19,0.1177,
13,,H100,12,rep4,control,MockInoc,control,na,BMDI,2,1,1,1,1,0,0,149.34,0.0601,
19,,H100,12,rep4,control,MockInoc,control,na,BMDI,3,1,1,1,1,0,5,175.49,0.0908,
29,,H100,12,rep4,control,MockInoc,control,na,BMDI,4,2,1,1,1,0,0,179.35,0.0737,
36,,H100,12,rep4,control,MockInoc,control,na,BMDI,5,2,1,1,1,0,15,186.81,0.0627,
47,,H100,12,rep4,control,MockInoc,control,na,BMDI,6,2,1,1,1,0,5,146.96,0.1036,
55,,H100,12,rep4,control,MockInoc,control,na,BMDI,7,3,0,0,0,0,100,0,0,
64,,H100,12,rep4,control,MockInoc,control,na,BMDI,8,3,1,0,1,0,5,182.51,0.0599,
66,,H100,12,rep4,control,MockInoc,control,na,BMDI,9,3,1,1,1,0,5,171.69,0.0835,
79,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,0,0,0,0,100,0,0,
81,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,0,0,0,0,100,0,0,
95,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,1,1,1,0,5,182.36,0.1057,
97,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,1,1,1,0,65,138,0.0768,
105,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,1,1,1,0,65,128.87,0.0794,
118,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,1,1,1,0,10,175.17,0.0609,
123,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,1,1,1,0,0,180.38,0.1068,
134,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,1,1,1,0,55,140.17,0.0592,
139,,H100,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,1,1,1,0,5,181.72,0.0766,
3,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,1,1,0,0,0,0,100,0,0,
11,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,2,1,0,0,0,0,100,0,0,
17,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,3,1,1,0,1,0,0,194.44,0.0184,
31,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,4,2,0,0,0,0,100,0,0,
34,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,5,2,0,0,0,0,100,0,0,
46,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,6,2,0,0,0,0,100,0,0,
53,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,7,3,0,0,0,0,100,0,0,
61,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,8,3,0,0,0,0,100,0,0,
65,,Il14H,12,rep4,control,MockInoc,control,na,BMDI,9,3,0,0,0,0,100,0,0,
74,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,0,0,0,0,100,0,0,
84,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,0,0,0,0,100,0,0,
89,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,0,0,0,0,100,0,0,
104,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,1,1,1,1,0,175.25,0.0486,
110,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,0,0,0,0,100,0,0,
115,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,0,0,0,0,100,0,0,
125,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,1,1,1,1,50,142.42,0.0382,
131,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,0,0,0,0,100,0,0,
140,,Il14H,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,0,0,0,0,100,0,0,
6,,NC344,12,rep4,control,MockInoc,control,na,BMDI,1,1,1,1,1,1,0,189.97,0.1235,
9,,NC344,12,rep4,control,MockInoc,control,na,BMDI,2,1,0,0,0,0,100,0,0,
18,,NC344,12,rep4,control,MockInoc,control,na,BMDI,3,1,0,0,0,0,100,0,0,
30,,NC344,12,rep4,control,MockInoc,control,na,BMDI,4,2,0,0,0,0,100,0,0,
37,,NC344,12,rep4,control,MockInoc,control,na,BMDI,5,2,0,0,0,0,100,0,0,
41,,NC344,12,rep4,control,MockInoc,control,na,BMDI,6,2,1,1,1,0,0,168.75,0.072,
49,,NC344,12,rep4,control,MockInoc,control,na,BMDI,7,3,1,1,1,0,5,187.88,0.0651,
58,,NC344,12,rep4,control,MockInoc,control,na,BMDI,8,3,1,1,1,0,0,204.67,0.0606,
70,,NC344,12,rep4,control,MockInoc,control,na,BMDI,9,3,1,1,1,0,0,166.08,0.0685,
80,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,1,1,1,0,20,144.52,0.0801,
88,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,1,1,1,0,25,132.26,0.0573,
91,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,1,1,1,0,10,176.99,0.0553,
98,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,1,1,1,0,40,151.69,0.0303,
106,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,0,0,0,0,100,0,0,
114,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,0,0,0,0,100,0,0,
128,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,1,1,1,0,80,186.82,0.035,
129,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,1,0,1,0,90,51.8,0.0222,
143,,NC344,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,0,0,0,0,100,0,0,
1,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,1,1,1,0,1,0,50,158.94,0.0315,
10,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,2,1,0,0,0,0,100,0,0,
21,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,3,1,1,1,1,0,5,165.8,0.0853,
25,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,4,2,0,0,0,0,100,0,0,
39,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,5,2,0,0,0,0,100,0,0,
44,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,6,2,1,1,1,0,5,197.84,0.0762,
56,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,7,3,0,0,0,0,100,0,0,
57,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,8,3,0,0,0,0,100,0,0,
67,,Oh7B,12,rep4,control,MockInoc,control,na,BMDI,9,3,1,1,1,0,0,206.34,0.0828,
76,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,10,4,1,1,1,0,30,103.65,0.0457,
85,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,11,4,1,0,1,0,75,47,0.0326,
93,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,12,4,1,1,1,0,0,180.08,0.1144,
99,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,13,5,1,1,1,0,15,152.88,0.0881,
111,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,14,5,0,0,0,0,100,0,0,
116,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,15,5,0,0,0,0,100,0,0,
124,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,16,6,0,0,0,0,100,0,0,
135,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,17,6,1,0,1,0,70,102.43,0.0374,
138,,Oh7B,12,rep4,17PR016B.1,6gInoculum,G. ultimum var. ultimum,na,BMDI,18,6,0,0,0,0,100,0,0,
