Seed_ID,Packet_ID,pedigree,DPI,repetition,isolate,inocMethod,isolateSpecies,agarType,soilType,averageTemp,averageHumidity,seedNum,block,germinated,escape,lesionPercent,rootLength,rootMass,averageInocLength,averageInocMass,averageDiseasePerSpeciesPerLine,averageLengthPedigreeByIsolate,averageMassPedigreeByIsolate,diseasePercentStd,percentLengthPedByIsolate,percentMassPedByIsolate,notes
85,,NC344,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,15,3,0,0,100,0,0,114.0084314,0.026998039,53.33333333,124.41,0.019983333,2.857142857,0,0,
159,,NC344,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,2,0,0,100,0,0,114.0084314,0.026998039,53.33333333,124.41,0.019983333,2.857142857,0,0,
113,,NC344,20,rep3,Standard,control,Standard,na,BM2,65,50,22,1,1,0,0,166.73,0.0525,164.6039216,0.039113725,35,144.7066667,0.029216667,0,1.152192942,1.796919566,
39,,NC344,20,rep3,Standard,control,Standard,na,BM2,65,50,20,2,1,0,15,188.36,0.0447,164.6039216,0.039113725,35,144.7066667,0.029216667,0.428571429,1.301667742,1.529948659,
3,,NC344,20,rep3,Standard,control,Standard,na,BM2,65,50,19,1,1,0,0,187.4,0.0394,164.6039216,0.039113725,35,144.7066667,0.029216667,0,1.295033631,1.348545351,
76,,NC344,20,rep3,Standard,control,Standard,na,BM2,65,50,21,3,1,0,50,174.53,0.0234,164.6039216,0.039113725,35,144.7066667,0.029216667,1.428571429,1.206095089,0.800912721,
184,,NC344,20,rep3,Standard,control,Standard,na,BM2,65,50,24,3,1,0,45,151.22,0.0153,164.6039216,0.039113725,35,144.7066667,0.029216667,1.285714286,1.045010596,0.523673702,
147,,NC344,20,rep3,Standard,control,Standard,na,BM2,65,50,23,2,1,0,100,0,0,164.6039216,0.039113725,35,144.7066667,0.029216667,2.857142857,0,0,
22,,Oh7B,20,rep3,G.a,sandcornmeal,G.a,na,BM2,65,50,1,1,1,0,0,182.4,0.0421,169.8512,0.044776,15,152.4166667,0.032633333,0,1.263931075,1.19772404,
171,,Oh7B,20,rep3,G.a,sandcornmeal,G.a,na,BM2,65,50,5,2,1,0,20,142.11,0.0298,169.8512,0.044776,15,152.4166667,0.032633333,0.96,0.984743668,0.847795164,
58,,Oh7B,20,rep3,G.a,sandcornmeal,G.a,na,BM2,65,50,2,2,1,0,25,132.74,0.026,169.8512,0.044776,15,152.4166667,0.032633333,1.2,0.919814753,0.739687055,
106,,Oh7B,20,rep3,G.i,sandcornmeal,G.i,na,BM2,65,50,9,3,1,0,5,143.88,0.0367,80.57826923,0.016879245,56.66666667,110.8483333,0.01845,0.24,0.997008789,1.044096728,
72,,Oh7B,20,rep3,G.i,sandcornmeal,G.i,na,BM2,65,50,8,2,1,0,20,196.23,0.0338,80.57826923,0.016879245,56.66666667,110.8483333,0.01845,0.96,1.359765323,0.961593172,
28,,Oh7B,20,rep3,G.i,sandcornmeal,G.i,na,BM2,65,50,7,1,1,0,65,185.68,0.0151,80.57826923,0.016879245,56.66666667,110.8483333,0.01845,3.12,1.28665966,0.429587482,
143,,Oh7B,20,rep3,G.i,sandcornmeal,G.i,na,BM2,65,50,10,1,1,0,60,62.67,0.0133,80.57826923,0.016879245,56.66666667,110.8483333,0.01845,2.88,0.434268424,0.378378378,
176,,Oh7B,20,rep3,G.i,sandcornmeal,G.i,na,BM2,65,50,11,2,1,0,90,76.63,0.0118,80.57826923,0.016879245,56.66666667,110.8483333,0.01845,4.32,0.531003499,0.335704125,
216,,Oh7B,20,rep3,G.i,sandcornmeal,G.i,na,BM2,65,50,12,3,0,0,100,0,0,80.57826923,0.016879245,56.66666667,110.8483333,0.01845,4.8,0,0,
154,,Oh7B,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,2,1,0,80,55.84,0.0227,114.0084314,0.026998039,93,27.37,0.00844,3.84,0.386940303,0.645803698,
87,,Oh7B,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,15,3,1,0,85,81.01,0.0195,114.0084314,0.026998039,93,27.37,0.00844,4.08,0.561354476,0.554765292,
10,,Oh7B,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,13,1,0,0,100,0,0,114.0084314,0.026998039,93,27.37,0.00844,4.8,0,0,
49,,Oh7B,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,14,2,0,0,100,0,0,114.0084314,0.026998039,93,27.37,0.00844,4.8,0,0,
124,,Oh7B,20,rep3,G.uu,sandcornmeal,G.uu,na,BM2,65,50,16,1,0,0,100,0,0,114.0084314,0.026998039,93,27.37,0.00844,4.8,0,0,
185,,Oh7B,20,rep3,Standard,control,Standard,na,BM2,65,50,24,3,1,0,0,199.08,0.0541,164.6039216,0.039113725,20.83333333,144.3116667,0.03515,0,1.379514246,1.539118065,
44,,Oh7B,20,rep3,Standard,control,Standard,na,BM2,65,50,20,2,1,0,15,141.67,0.0528,164.6039216,0.039113725,20.83333333,144.3116667,0.03515,0.72,0.981694712,1.502133713,
8,,Oh7B,20,rep3,Standard,control,Standard,na,BM2,65,50,19,1,1,0,0,176.14,0.05,164.6039216,0.039113725,20.83333333,144.3116667,0.03515,0,1.220552739,1.422475107,
111,,Oh7B,20,rep3,Standard,control,Standard,na,BM2,65,50,22,1,1,0,5,131.38,0.0301,164.6039216,0.039113725,20.83333333,144.3116667,0.03515,0.24,0.910390705,0.856330014,
146,,Oh7B,20,rep3,Standard,control,Standard,na,BM2,65,50,23,2,1,0,5,217.6,0.0239,164.6039216,0.039113725,20.83333333,144.3116667,0.03515,0.24,1.507847598,0.679943101,
80,,Oh7B,20,rep3,Standard,control,Standard,na,BM2,65,50,21,3,0,0,100,0,0,164.6039216,0.039113725,20.83333333,144.3116667,0.03515,4.8,0,0,
