Seed_ID,Packet_ID,pedigree,DPI,repetition,isolate,inocMethod,isolateSpecies,agarType,soilType,averageTemp,averageHumidity,seedNum,block,germinated,escape,lesionPercent,rootLength,rootMass,averageInocLength,averageInocMass,averageLengthPedigreeByIsolate,averageMassPedigreeByIsolate,percentLengthPedByIsolate,percentMassPedByIsolate,notes,averageDiseasePerSpeciesPerLine,diseasePercentStd
129,,CML277,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,20,134.83,0.045,104.9431481,0.045681481,132.2283333,0.0409,0.711141194,1.069306931,,40.83333333,2
130,,Oh7B,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,15,182.39,0.0849,104.9431481,0.045681481,168.5833333,0.0533,1.126200204,1.551629607,,20,0.857142857
131,,B73,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,0,231.27,0.1175,104.9431481,0.045681481,190.5133333,0.078566667,1.158802799,0.905122609,,12.5,0
132,,NC344,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,0,198.88,0.1234,104.9431481,0.045681481,193.0283333,0.083083333,0.983053919,1.269112101,,2.5,0
133,,NC304,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,50,211.61,0.0409,104.9431481,0.045681481,210.8033333,0.0936,1.084039856,0.65914585,,13.33333333,30
134,,Ms71,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,0,199.41,0.099,104.9431481,0.045681481,153.7033333,0.065133333,0.977124797,1.420373027,,35,0
135,,H100,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,4,2,1,0,5,206.03,0.0625,104.9431481,0.045681481,185.3416667,0.0621,0.975420766,1.039356984,,21.66666667,0.461538462
136,,Ms71,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,0,0,100,0,0,125.6074074,0.036153704,11.625,0.005283333,0,0,,96.66666667,15
137,,CML103,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,1,0,0,166,0.0637,125.6074074,0.036153704,84.445,0.025616667,1.120473389,0.971530249,,57.5,0
138,,CML277,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,0,0,100,0,0,125.6074074,0.036153704,40.55333333,0.005483333,0,0,,91.66666667,10
139,,B73,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,0,0,100,0,0,125.6074074,0.036153704,35.485,0.01575,0,0,,83.33333333,60
140,,CML333,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,1,0,0,189.46,0.0504,125.6074074,0.036153704,125.8766667,0.022983333,0.842225367,0.737740912,,49.16666667,0
141,,NC344,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,0,0,100,0,0,125.6074074,0.036153704,46.38666667,0.0125,0,0,,82.5,100
142,,H100,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,0,0,100,0,0,125.6074074,0.036153704,101.9166667,0.027716667,0,0,,45,9.230769231
143,,NC304,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,0,0,100,0,0,125.6074074,0.036153704,28.095,0.011466667,0,0,,85,60
144,,Oh7B,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,10,2,1,0,20,111.05,0.0376,125.6074074,0.036153704,113.43,0.022766667,0.685698408,0.687176363,,49.16666667,1.142857143
145,,CML277,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,198.76,0.0722,131.8016667,0.048444444,189.5966667,0.042083333,1.048330667,1.715643564,,10,0
146,,Ms71,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,217.55,0.0419,131.8016667,0.048444444,204.0783333,0.0697,1.066012234,0.601147776,,6.666666667,0
147,,B73,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,221.46,0.1025,131.8016667,0.048444444,199.5766667,0.129816667,1.109648757,0.789575042,,1.666666667,0
148,,NC344,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,202.37,0.1054,131.8016667,0.048444444,202.3083333,0.097233333,1.000304815,1.083990401,,0,0
149,,CML103,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,5,188.56,0.1004,131.8016667,0.048444444,148.1516667,0.065566667,1.272749772,1.531265887,,21.66666667,0.230769231
150,,H100,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,241.16,0.0792,131.8016667,0.048444444,211.2216667,0.060133333,1.141738931,1.317073171,,10.83333333,0
151,,CML333,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,241.54,0.0913,131.8016667,0.048444444,224.9516667,0.068316667,1.073741767,1.336423518,,1.666666667,0
152,,Oh7B,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,0,0,100,0,0,131.8016667,0.048444444,161.9516667,0.054716667,0,0,,17.5,5.714285714
153,,NC304,21,rep4,Standard,control,Standard,na,BM2,65,50,23,3,1,0,0,183.65,0.0114,131.8016667,0.048444444,195.205,0.06205,0.94080582,0.183722804,,1.666666667,0
154,,CML277,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,1,0,90,28.12,0.0052,99.14528302,0.037598113,22.625,0.0096,0.148314844,0.123564356,,85.83333333,9
155,,CML103,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,1,0,90,5.89,0,99.14528302,0.037598113,14.36,0.0025,0.039756556,0,,91.66666667,4.153846154
156,,B73,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,0,0,100,0,0,99.14528302,0.037598113,19.48,0.007933333,0,0,,89.16666667,60
157,,NC344,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,1,0,55,43.89,0.064,99.14528302,0.037598113,79.13833333,0.044883333,0.216946081,0.65821049,,58.33333333,55
158,,NC304,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,1,0,95,15.07,0.001,99.14528302,0.037598113,19.83833333,0.005183333,0.077200891,0.016116035,,90,57
159,,Oh7B,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,1,0,95,7.57,0,99.14528302,0.037598113,26.18333333,0.005466667,0.046742341,0,,85,5.428571429
160,,Ms71,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,0,0,100,0,0,99.14528302,0.037598113,26.415,0.020166667,0,0,,89.16666667,15
161,,CML333,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,1,0,85,16.99,0.0009,99.14528302,0.037598113,16.23333333,0.008966667,0.075527336,0.013173945,,89.16666667,51
162,,H100,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,17,3,0,0,100,0,0,99.14528302,0.037598113,10.00333333,0.00145,0,0,,95.83333333,9.230769231
163,,NC344,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,5,198.68,0.0602,104.9431481,0.045681481,193.0283333,0.083083333,0.982065329,0.619129242,,2.5,5
164,,NC304,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,0,220.18,0.1299,104.9431481,0.045681481,210.8033333,0.0936,1.12794242,2.093473006,,13.33333333,0
165,,B73,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,0,181.7,0.0565,104.9431481,0.045681481,190.5133333,0.078566667,0.910427071,0.435229169,,12.5,0
166,,CML333,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,0,221,0.0707,104.9431481,0.045681481,223.3716667,0.078133333,0.982433263,1.034886558,,0,0
167,,CML103,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,15,160.68,0.0543,104.9431481,0.045681481,121.1333333,0.044666667,1.084564242,0.828164718,,37.5,0.692307692
168,,Ms71,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,0,277.1,0.068,104.9431481,0.045681481,153.7033333,0.065133333,1.357811951,0.975609756,,35,0
169,,CML277,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,40,217.66,0.0509,104.9431481,0.045681481,132.2283333,0.0409,1.148015964,1.20950495,,40.83333333,4
170,,H100,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,65,109.01,0.0184,104.9431481,0.045681481,185.3416667,0.0621,0.516092888,0.305986696,,21.66666667,6
171,,Oh7B,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,5,3,1,0,40,127.86,0.0179,104.9431481,0.045681481,168.5833333,0.0533,0.789494808,0.327139811,,20,2.285714286
172,,CML277,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,1,0,85,108.47,0.0225,125.6074074,0.036153704,40.55333333,0.005483333,0.572109214,0.534653465,,91.66666667,8.5
173,,H100,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,0,0,100,0,0,125.6074074,0.036153704,101.9166667,0.027716667,0,0,,45,9.230769231
174,,Ms71,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,0,0,100,0,0,125.6074074,0.036153704,11.625,0.005283333,0,0,,96.66666667,15
175,,NC344,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,1,0,70,128.39,0.0286,125.6074074,0.036153704,46.38666667,0.0125,0.634625366,0.294137813,,82.5,70
176,,NC304,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,0,0,100,0,0,125.6074074,0.036153704,28.095,0.011466667,0,0,,85,60
177,,CML333,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,1,0,75,99.39,0.0133,125.6074074,0.036153704,125.8766667,0.022983333,0.441828245,0.19468163,,49.16666667,45
178,,Oh7B,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,1,0,10,150.63,0.0339,125.6074074,0.036153704,113.43,0.022766667,0.930092311,0.619555285,,49.16666667,0.571428571
179,,CML103,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,1,0,5,211.06,0.0529,125.6074074,0.036153704,84.445,0.025616667,1.424621165,0.806812405,,57.5,0.230769231
180,,B73,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,11,3,0,0,100,0,0,125.6074074,0.036153704,35.485,0.01575,0,0,,83.33333333,60
181,,CML103,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,5,185.59,0.0858,131.8016667,0.048444444,148.1516667,0.065566667,1.252702748,1.308591764,,21.66666667,0.230769231
182,,B73,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,0,195.59,0.0834,131.8016667,0.048444444,199.5766667,0.129816667,0.980024385,0.642444473,,1.666666667,0
183,,Oh7B,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,0,215.94,0.0815,131.8016667,0.048444444,161.9516667,0.054716667,1.333360776,1.489491319,,17.5,0
184,,CML333,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,5,172.42,0.1088,131.8016667,0.048444444,224.9516667,0.068316667,0.766475761,1.592583557,,1.666666667,3
185,,NC344,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,0,210.1,0.1184,131.8016667,0.048444444,202.3083333,0.097233333,1.03851382,1.217689407,,0,0
186,,NC304,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,0,212.14,0.0776,131.8016667,0.048444444,195.205,0.06205,1.08675495,1.250604351,,1.666666667,0
187,,H100,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,0,213.1,0.0877,131.8016667,0.048444444,211.2216667,0.060133333,1.008892711,1.458425721,,10.83333333,0
188,,Ms71,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,35,207.98,0.0321,131.8016667,0.048444444,204.0783333,0.0697,1.019118476,0.460545194,,6.666666667,5.25
189,,CML277,21,rep4,Standard,control,Standard,na,BM2,65,50,24,1,1,0,15,185.91,0.0602,131.8016667,0.048444444,189.5966667,0.042083333,0.980555214,1.43049505,,10,1.5
190,,CML103,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,1,95,9.05,0.0014,99.14528302,0.037598113,14.36,0.0025,0.061086049,0.021352313,"Blue and gray and fuzzy, not a pythium infection",91.66666667,4.384615385
191,,H100,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,0,0,100,0,0,99.14528302,0.037598113,10.00333333,0.00145,0,0,,95.83333333,9.230769231
192,,Ms71,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,0,80,64.69,0.067,99.14528302,0.037598113,26.415,0.020166667,0.316986125,0.961262554,,89.16666667,12
193,,CML277,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,0,90,3.98,0.0045,99.14528302,0.037598113,22.625,0.0096,0.02099193,0.106930693,,85.83333333,9
194,,NC344,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,0,80,90.02,0.0252,99.14528302,0.037598113,79.13833333,0.044883333,0.44496437,0.259170381,,58.33333333,80
195,,NC304,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,0,95,5.58,0.0032,99.14528302,0.037598113,19.83833333,0.005183333,0.028585333,0.051571313,,90,57
196,,Oh7B,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,0,90,6.6,0.0043,99.14528302,0.037598113,26.18333333,0.005466667,0.0407529,0.078586659,,85,5.142857143
197,,B73,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,0,0,100,0,0,99.14528302,0.037598113,19.48,0.007933333,0,0,,89.16666667,60
198,,CML333,21,rep4,G.uu,sandcornmeal,G.uu,na,BM2,65,50,18,1,1,0,90,32.7,0.0206,99.14528302,0.037598113,16.23333333,0.008966667,0.14536456,0.30153696,,89.16666667,54
199,,CML103,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,5,173.78,0.0345,104.9431481,0.045681481,121.1333333,0.044666667,1.172987142,0.526182003,,37.5,0.230769231
200,,Oh7B,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,0,182.9,0.0787,104.9431481,0.045681481,168.5833333,0.0533,1.129349291,1.438318611,,20,0
201,,Ms71,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,5,206.73,0.1216,104.9431481,0.045681481,153.7033333,0.065133333,1.012993377,1.744619799,,35,0.75
202,,H100,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,55,146.04,0.0196,104.9431481,0.045681481,185.3416667,0.0621,0.691406342,0.32594235,,21.66666667,5.076923077
203,,NC344,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,0,168.79,0.0747,104.9431481,0.045681481,193.0283333,0.083083333,0.83432055,0.768255057,,2.5,0
204,,NC304,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,30,176.98,0.1035,104.9431481,0.045681481,210.8033333,0.0936,0.906636613,1.66800967,,13.33333333,18
205,,CML277,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,50,139.03,0.0275,104.9431481,0.045681481,132.2283333,0.0409,0.733293483,0.653465347,,40.83333333,5
206,,CML333,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,0,245.74,0.0809,104.9431481,0.045681481,223.3716667,0.078133333,1.092412444,1.184191266,,0,0
207,,B73,21,rep4,G.a,sandcornmeal,G.a,na,BM2,65,50,6,1,1,0,5,207.18,0.0477,104.9431481,0.045681481,190.5133333,0.078566667,1.038097306,0.367441263,,12.5,3
208,,B73,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,0,0,100,0,0,125.6074074,0.036153704,35.485,0.01575,0,0,,83.33333333,60
209,,CML277,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,0,0,100,0,0,125.6074074,0.036153704,40.55333333,0.005483333,0,0,,91.66666667,10
210,,NC344,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,0,0,100,0,0,125.6074074,0.036153704,46.38666667,0.0125,0,0,,82.5,100
211,,CML333,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,0,0,100,0,0,125.6074074,0.036153704,125.8766667,0.022983333,0,0,,49.16666667,60
212,,H100,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,1,0,0,153.84,0.0427,125.6074074,0.036153704,101.9166667,0.027716667,0.728334372,0.710088692,,45,0
213,,CML103,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,0,0,100,0,0,125.6074074,0.036153704,84.445,0.025616667,0,0,,57.5,4.615384615
214,,Ms71,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,1,0,80,69.75,0.0317,125.6074074,0.036153704,11.625,0.005283333,0.341780525,0.454806313,,96.66666667,12
215,,Oh7B,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,1,0,85,68.32,0.011,125.6074074,0.036153704,113.43,0.022766667,0.421854257,0.201035638,,49.16666667,4.857142857
216,,NC304,21,rep4,G.i,sandcornmeal,G.i,na,BM2,65,50,12,1,0,0,100,0,0,125.6074074,0.036153704,28.095,0.011466667,0,0,,85,60
