Seed_ID,Packet_ID,pedigree,DPI,repetition,isolate,inocMethod,isolateSpecies,agarType,SoilType,seedNum,block,germinated,standCount7,standCount14,escape,lesionPercent,rootLength,rootMass,percentLengthPedByIsolate,percentMassPedByIsolate
13,,Oh7B,14,GH2,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,3,2,1,1,0,0,0,186,0.0877,1.023365,0.738008415
83,,CML277,14,GH2,control,MockInoc,Standard,na,BMDI,8,4,1,1,0,0,0,184.52,0.103,1.022111736,0.935530605
88,,Oh7B,14,GH2,control,MockInoc,Standard,na,BMDI,8,4,1,1,0,0,0,192.28,0.0941,1.020834097,1.215147265
89,,Ms71,14,GH2,control,MockInoc,Standard,na,BMDI,8,4,1,1,0,0,10,198.14,0.1789,1.019217069,0.64062939
65,,H100,14,GH2,control,MockInoc,Standard,na,BMDI,4,2,1,1,0,0,0,185.03,0.0746,1.018445562,1.209457093
28,,Oh7B,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,4,2,1,1,1,0,10,172.49,0.1118,1.01154922,0.79965338
76,,Oh7B,14,GH1,control,MockInoc,Standard,na,BMDI,9,5,1,1,1,0,0,201.03,0.1234,1.009546152,0.971230503
87,,H100,14,GH2,control,MockInoc,Standard,na,BMDI,8,4,1,1,0,0,0,186.99,0.1151,1.007770375,0.783887916
36,,CML333,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,4,2,1,1,1,0,0,183.31,0.0801,1.006973344,0.867692308
74,,CML103,14,GH1,control,MockInoc,Standard,na,BMDI,9,5,1,1,1,0,0,186.23,0.1338,1.005672308,0.953637485
78,,NC304,14,GH1,control,MockInoc,Standard,na,BMDI,9,5,1,1,1,0,0,191.98,0.1071,1.004149522,0.982869379
81,,CML333,14,GH1,control,MockInoc,Standard,na,BMDI,9,5,1,1,1,0,0,190.69,0.1674,1.002868069,0.9
75,,Ms71,14,GH1,control,MockInoc,Standard,na,BMDI,9,5,1,1,1,0,10,181.03,0.0812,1.000945636,1.428499749
13,,NC304,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,2,1,1,1,1,0,20,115.8,0.0801,0.993113188,0.589171
29,,CML103,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,4,2,1,1,1,0,0,174.45,0.1563,0.9877069,1.128236745
77,,B73,14,GH1,control,MockInoc,Standard,na,BMDI,9,5,1,1,1,0,0,181.29,0.1359,0.987651406,1.198412698
94,,B73,12,GH3,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,12,4,0,0,0,0,100,0,0,0.987187376,1.609262788
91,,B73,14,GH1,control,MockInoc,Standard,na,BMDI,11,6,1,1,1,0,0,180.26,0.0899,0.98204006,0.792768959
10,,B73,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,2,1,1,1,1,0,0,179.29,0.1559,0.976755589,1.374779541
105,,H100,14,GH2,control,MockInoc,Standard,na,BMDI,12,6,1,1,0,0,0,178.79,0.0958,0.973784063,1.006654991
54,,B73,12,GH3,control,MockInoc,Standard,na,BMDI,7,3,1,0,1,0,90,50.99,0.0144,0.973473693,1.009086912
41,,CML103,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,5,3,1,1,1,0,0,177.03,0.1525,0.973312256,1.156350185
55,,H100,12,GH3,control,MockInoc,Standard,na,BMDI,7,3,0,0,0,0,100,0,0,0.973011713,0.829601227
10,,H100,14,GH2,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,3,2,1,1,0,0,0,0,0,0.969100053,1.688616462
101,,NC304,14,GH2,control,MockInoc,Standard,na,BMDI,12,6,1,1,0,0,0,163.85,0.157,0.968523718,1.065128901
39,,CML333,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,5,3,1,1,1,0,0,179.06,0.094,0.959847036,0.937846154
64,,H100,12,GH3,control,MockInoc,Standard,na,BMDI,8,3,1,0,1,0,5,182.51,0.0599,0.957505031,1.43006135
99,,CML103,14,GH1,control,MockInoc,Standard,na,BMDI,11,6,1,1,1,0,0,171.22,0.1428,0.955291054,1.05647349
102,,Ms71,14,GH2,control,MockInoc,Standard,na,BMDI,12,6,1,1,0,0,0,181.86,0.101,0.94796101,0.851362742
108,,CML277,14,GH2,control,MockInoc,Standard,na,BMDI,12,6,1,1,0,0,0,182.28,0.0861,0.943216015,0.94530967
44,,Oh7B,14,GH1,17PR016B.1,GuuCornmeal,G.uu,na,BMDI,5,3,1,1,1,0,0,186.85,0.0769,0.933808536,1.162564991
86,,B73,14,GH2,control,MockInoc,Standard,na,BMDI,8,4,1,1,0,0,0,191.57,0.1446,0.925658454,1.212853236
95,,CML333,14,GH1,control,MockInoc,Standard,na,BMDI,11,6,1,1,1,0,0,178.33,0.0975,0.924755371,0.554769231
